GL_Account_ID,GL_Account_No,Account_Name,Account_Type,Account_Category,Cost_Center_ID,Parent_Account,Currency,Normal_Balance,Financial_Statement,Is_Posting_Allowed,Tax_Code,Status,Created_Date,Notes
GL-004453,554453,Warehouse Expense 4453,Expense,Warehouse,CC-00453,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004454,564454,Sales Expense 4454,Expense,Sales,CC-00454,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004455,574455,Administrative Expense 4455,Expense,Administration,CC-00455,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004456,104456,Cash 4456,Asset,Current Asset,CC-00456,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004457,114457,Accounts Receivable 4457,Asset,Current Asset,CC-00457,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004458,124458,Inventory 4458,Asset,Current Asset,CC-00458,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004459,134459,Fixed Assets 4459,Asset,Non Current Asset,CC-00459,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004460,204460,Accounts Payable 4460,Liability,Current Liability,CC-00460,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004461,304461,Equity 4461,Equity,Equity,CC-00461,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004462,404462,Sales Revenue 4462,Revenue,Operating Revenue,CC-00462,GL-000006,USD,Credit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004463,504463,Cost of Goods Sold 4463,Expense,COGS,CC-00463,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004464,514464,Production Cost 4464,Expense,Manufacturing,CC-00464,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004465,524465,Maintenance Expense 4465,Expense,Maintenance,CC-00465,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004466,534466,Utilities Expense 4466,Expense,Utilities,CC-00466,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004467,544467,Quality Expense 4467,Expense,Quality,CC-00467,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004468,554468,Warehouse Expense 4468,Expense,Warehouse,CC-00468,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004469,564469,Sales Expense 4469,Expense,Sales,CC-00469,GL-000013,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004470,574470,Administrative Expense 4470,Expense,Administration,CC-00470,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004471,104471,Cash 4471,Asset,Current Asset,CC-00471,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004472,114472,Accounts Receivable 4472,Asset,Current Asset,CC-00472,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004473,124473,Inventory 4473,Asset,Current Asset,CC-00473,GL-000002,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004474,134474,Fixed Assets 4474,Asset,Non Current Asset,CC-00474,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004475,204475,Accounts Payable 4475,Liability,Current Liability,CC-00475,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004476,304476,Equity 4476,Equity,Equity,CC-00476,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004477,404477,Sales Revenue 4477,Revenue,Operating Revenue,CC-00477,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004478,504478,Cost of Goods Sold 4478,Expense,COGS,CC-00478,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004479,514479,Production Cost 4479,Expense,Manufacturing,CC-00479,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004480,524480,Maintenance Expense 4480,Expense,Maintenance,CC-00480,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004481,534481,Utilities Expense 4481,Expense,Utilities,CC-00481,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004482,544482,Quality Expense 4482,Expense,Quality,CC-00482,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004483,554483,Warehouse Expense 4483,Expense,Warehouse,CC-00483,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004484,564484,Sales Expense 4484,Expense,Sales,CC-00484,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004485,574485,Administrative Expense 4485,Expense,Administration,CC-00485,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004486,104486,Cash 4486,Asset,Current Asset,CC-00486,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004487,114487,Accounts Receivable 4487,Asset,Current Asset,CC-00487,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004488,124488,Inventory 4488,Asset,Current Asset,CC-00488,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004489,134489,Fixed Assets 4489,Asset,Non Current Asset,CC-00489,GL-000003,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004490,204490,Accounts Payable 4490,Liability,Current Liability,CC-00490,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004491,304491,Equity 4491,Equity,Equity,CC-00491,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004492,404492,Sales Revenue 4492,Revenue,Operating Revenue,CC-00492,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004493,504493,Cost of Goods Sold 4493,Expense,COGS,CC-00493,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004494,514494,Production Cost 4494,Expense,Manufacturing,CC-00494,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004495,524495,Maintenance Expense 4495,Expense,Maintenance,CC-00495,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004496,534496,Utilities Expense 4496,Expense,Utilities,CC-00496,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004497,544497,Quality Expense 4497,Expense,Quality,CC-00497,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004498,554498,Warehouse Expense 4498,Expense,Warehouse,CC-00498,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004499,564499,Sales Expense 4499,Expense,Sales,CC-00499,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004500,574500,Administrative Expense 4500,Expense,Administration,CC-00500,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004501,104501,Cash 4501,Asset,Current Asset,CC-00501,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004502,114502,Accounts Receivable 4502,Asset,Current Asset,CC-00502,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004503,124503,Inventory 4503,Asset,Current Asset,CC-00503,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004504,134504,Fixed Assets 4504,Asset,Non Current Asset,CC-00504,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004505,204505,Accounts Payable 4505,Liability,Current Liability,CC-00505,GL-000004,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004506,304506,Equity 4506,Equity,Equity,CC-00506,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004507,404507,Sales Revenue 4507,Revenue,Operating Revenue,CC-00507,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004508,504508,Cost of Goods Sold 4508,Expense,COGS,CC-00508,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004509,514509,Production Cost 4509,Expense,Manufacturing,CC-00509,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004510,524510,Maintenance Expense 4510,Expense,Maintenance,CC-00510,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004511,534511,Utilities Expense 4511,Expense,Utilities,CC-00511,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004512,544512,Quality Expense 4512,Expense,Quality,CC-00512,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004513,554513,Warehouse Expense 4513,Expense,Warehouse,CC-00513,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004514,564514,Sales Expense 4514,Expense,Sales,CC-00514,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004515,574515,Administrative Expense 4515,Expense,Administration,CC-00515,GL-000014,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004516,104516,Cash 4516,Asset,Current Asset,CC-00516,GL-000015,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004517,114517,Accounts Receivable 4517,Asset,Current Asset,CC-00517,GL-000001,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004518,124518,Inventory 4518,Asset,Current Asset,CC-00518,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004519,134519,Fixed Assets 4519,Asset,Non Current Asset,CC-00519,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004520,204520,Accounts Payable 4520,Liability,Current Liability,CC-00520,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004521,304521,Equity 4521,Equity,Equity,CC-00521,GL-000005,USD,Credit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004522,404522,Sales Revenue 4522,Revenue,Operating Revenue,CC-00522,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004523,504523,Cost of Goods Sold 4523,Expense,COGS,CC-00523,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004524,514524,Production Cost 4524,Expense,Manufacturing,CC-00524,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004525,524525,Maintenance Expense 4525,Expense,Maintenance,CC-00525,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004526,534526,Utilities Expense 4526,Expense,Utilities,CC-00526,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004527,544527,Quality Expense 4527,Expense,Quality,CC-00527,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004528,554528,Warehouse Expense 4528,Expense,Warehouse,CC-00528,GL-000012,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004529,564529,Sales Expense 4529,Expense,Sales,CC-00529,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004530,574530,Administrative Expense 4530,Expense,Administration,CC-00530,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004531,104531,Cash 4531,Asset,Current Asset,CC-00531,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004532,114532,Accounts Receivable 4532,Asset,Current Asset,CC-00532,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004533,124533,Inventory 4533,Asset,Current Asset,CC-00533,GL-000002,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004534,134534,Fixed Assets 4534,Asset,Non Current Asset,CC-00534,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004535,204535,Accounts Payable 4535,Liability,Current Liability,CC-00535,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004536,304536,Equity 4536,Equity,Equity,CC-00536,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004537,404537,Sales Revenue 4537,Revenue,Operating Revenue,CC-00537,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004538,504538,Cost of Goods Sold 4538,Expense,COGS,CC-00538,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004539,514539,Production Cost 4539,Expense,Manufacturing,CC-00539,GL-000008,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004540,524540,Maintenance Expense 4540,Expense,Maintenance,CC-00540,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004541,534541,Utilities Expense 4541,Expense,Utilities,CC-00541,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004542,544542,Quality Expense 4542,Expense,Quality,CC-00542,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004543,554543,Warehouse Expense 4543,Expense,Warehouse,CC-00543,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004544,564544,Sales Expense 4544,Expense,Sales,CC-00544,GL-000013,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004545,574545,Administrative Expense 4545,Expense,Administration,CC-00545,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004546,104546,Cash 4546,Asset,Current Asset,CC-00546,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004547,114547,Accounts Receivable 4547,Asset,Current Asset,CC-00547,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004548,124548,Inventory 4548,Asset,Current Asset,CC-00548,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004549,134549,Fixed Assets 4549,Asset,Non Current Asset,CC-00549,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004550,204550,Accounts Payable 4550,Liability,Current Liability,CC-00550,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004551,304551,Equity 4551,Equity,Equity,CC-00551,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004552,404552,Sales Revenue 4552,Revenue,Operating Revenue,CC-00552,GL-000006,USD,Credit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004553,504553,Cost of Goods Sold 4553,Expense,COGS,CC-00553,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004554,514554,Production Cost 4554,Expense,Manufacturing,CC-00554,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004555,524555,Maintenance Expense 4555,Expense,Maintenance,CC-00555,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004556,534556,Utilities Expense 4556,Expense,Utilities,CC-00556,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004557,544557,Quality Expense 4557,Expense,Quality,CC-00557,GL-000011,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004558,554558,Warehouse Expense 4558,Expense,Warehouse,CC-00558,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004559,564559,Sales Expense 4559,Expense,Sales,CC-00559,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004560,574560,Administrative Expense 4560,Expense,Administration,CC-00560,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004561,104561,Cash 4561,Asset,Current Asset,CC-00561,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004562,114562,Accounts Receivable 4562,Asset,Current Asset,CC-00562,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004563,124563,Inventory 4563,Asset,Current Asset,CC-00563,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004564,134564,Fixed Assets 4564,Asset,Non Current Asset,CC-00564,GL-000003,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004565,204565,Accounts Payable 4565,Liability,Current Liability,CC-00565,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004566,304566,Equity 4566,Equity,Equity,CC-00566,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004567,404567,Sales Revenue 4567,Revenue,Operating Revenue,CC-00567,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004568,504568,Cost of Goods Sold 4568,Expense,COGS,CC-00568,GL-000007,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004569,514569,Production Cost 4569,Expense,Manufacturing,CC-00569,GL-000008,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004570,524570,Maintenance Expense 4570,Expense,Maintenance,CC-00570,GL-000009,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004571,534571,Utilities Expense 4571,Expense,Utilities,CC-00571,GL-000010,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004572,544572,Quality Expense 4572,Expense,Quality,CC-00572,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004573,554573,Warehouse Expense 4573,Expense,Warehouse,CC-00573,GL-000012,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004574,564574,Sales Expense 4574,Expense,Sales,CC-00574,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004575,574575,Administrative Expense 4575,Expense,Administration,CC-00575,GL-000014,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004576,104576,Cash 4576,Asset,Current Asset,CC-00576,GL-000015,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004577,114577,Accounts Receivable 4577,Asset,Current Asset,CC-00577,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004578,124578,Inventory 4578,Asset,Current Asset,CC-00578,GL-000002,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004579,134579,Fixed Assets 4579,Asset,Non Current Asset,CC-00579,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004580,204580,Accounts Payable 4580,Liability,Current Liability,CC-00580,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004581,304581,Equity 4581,Equity,Equity,CC-00581,GL-000005,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004582,404582,Sales Revenue 4582,Revenue,Operating Revenue,CC-00582,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004583,504583,Cost of Goods Sold 4583,Expense,COGS,CC-00583,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004584,514584,Production Cost 4584,Expense,Manufacturing,CC-00584,GL-000008,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004585,524585,Maintenance Expense 4585,Expense,Maintenance,CC-00585,GL-000009,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004586,534586,Utilities Expense 4586,Expense,Utilities,CC-00586,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004587,544587,Quality Expense 4587,Expense,Quality,CC-00587,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004588,554588,Warehouse Expense 4588,Expense,Warehouse,CC-00588,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004589,564589,Sales Expense 4589,Expense,Sales,CC-00589,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004590,574590,Administrative Expense 4590,Expense,Administration,CC-00590,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004591,104591,Cash 4591,Asset,Current Asset,CC-00591,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004592,114592,Accounts Receivable 4592,Asset,Current Asset,CC-00592,GL-000001,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004593,124593,Inventory 4593,Asset,Current Asset,CC-00593,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004594,134594,Fixed Assets 4594,Asset,Non Current Asset,CC-00594,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004595,204595,Accounts Payable 4595,Liability,Current Liability,CC-00595,GL-000004,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004596,304596,Equity 4596,Equity,Equity,CC-00596,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004597,404597,Sales Revenue 4597,Revenue,Operating Revenue,CC-00597,GL-000006,USD,Credit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004598,504598,Cost of Goods Sold 4598,Expense,COGS,CC-00598,GL-000007,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004599,514599,Production Cost 4599,Expense,Manufacturing,CC-00599,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004600,524600,Maintenance Expense 4600,Expense,Maintenance,CC-00600,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004601,534601,Utilities Expense 4601,Expense,Utilities,CC-00601,GL-000010,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004602,544602,Quality Expense 4602,Expense,Quality,CC-00602,GL-000011,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004603,554603,Warehouse Expense 4603,Expense,Warehouse,CC-00603,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004604,564604,Sales Expense 4604,Expense,Sales,CC-00604,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004605,574605,Administrative Expense 4605,Expense,Administration,CC-00605,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004606,104606,Cash 4606,Asset,Current Asset,CC-00606,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004607,114607,Accounts Receivable 4607,Asset,Current Asset,CC-00607,GL-000001,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004608,124608,Inventory 4608,Asset,Current Asset,CC-00608,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004609,134609,Fixed Assets 4609,Asset,Non Current Asset,CC-00609,GL-000003,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004610,204610,Accounts Payable 4610,Liability,Current Liability,CC-00610,GL-000004,USD,Credit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004611,304611,Equity 4611,Equity,Equity,CC-00611,GL-000005,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004612,404612,Sales Revenue 4612,Revenue,Operating Revenue,CC-00612,GL-000006,USD,Credit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004613,504613,Cost of Goods Sold 4613,Expense,COGS,CC-00613,GL-000007,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004614,514614,Production Cost 4614,Expense,Manufacturing,CC-00614,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004615,524615,Maintenance Expense 4615,Expense,Maintenance,CC-00615,GL-000009,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004616,534616,Utilities Expense 4616,Expense,Utilities,CC-00616,GL-000010,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004617,544617,Quality Expense 4617,Expense,Quality,CC-00617,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004618,554618,Warehouse Expense 4618,Expense,Warehouse,CC-00618,GL-000012,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004619,564619,Sales Expense 4619,Expense,Sales,CC-00619,GL-000013,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004620,574620,Administrative Expense 4620,Expense,Administration,CC-00620,GL-000014,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004621,104621,Cash 4621,Asset,Current Asset,CC-00621,GL-000015,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004622,114622,Accounts Receivable 4622,Asset,Current Asset,CC-00622,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004623,124623,Inventory 4623,Asset,Current Asset,CC-00623,GL-000002,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004624,134624,Fixed Assets 4624,Asset,Non Current Asset,CC-00624,GL-000003,USD,Debit,Balance Sheet,Yes,TX0,Active,2020-01-01,
GL-004625,204625,Accounts Payable 4625,Liability,Current Liability,CC-00625,GL-000004,USD,Credit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
GL-004626,304626,Equity 4626,Equity,Equity,CC-00626,GL-000005,USD,Credit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004627,404627,Sales Revenue 4627,Revenue,Operating Revenue,CC-00627,GL-000006,USD,Credit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004628,504628,Cost of Goods Sold 4628,Expense,COGS,CC-00628,GL-000007,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004629,514629,Production Cost 4629,Expense,Manufacturing,CC-00629,GL-000008,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004630,524630,Maintenance Expense 4630,Expense,Maintenance,CC-00630,GL-000009,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004631,534631,Utilities Expense 4631,Expense,Utilities,CC-00631,GL-000010,USD,Debit,Income Statement,Yes,TX0,Active,2020-01-01,
GL-004632,544632,Quality Expense 4632,Expense,Quality,CC-00632,GL-000011,USD,Debit,Income Statement,Yes,TX14,Active,2020-01-01,
GL-004633,554633,Warehouse Expense 4633,Expense,Warehouse,CC-00633,GL-000012,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004634,564634,Sales Expense 4634,Expense,Sales,CC-00634,GL-000013,USD,Debit,Income Statement,Yes,EXEMPT,Active,2020-01-01,
GL-004635,574635,Administrative Expense 4635,Expense,Administration,CC-00635,GL-000014,USD,Debit,Income Statement,Yes,TX5,Active,2020-01-01,
GL-004636,104636,Cash 4636,Asset,Current Asset,CC-00636,GL-000015,USD,Debit,Balance Sheet,Yes,TX14,Active,2020-01-01,
GL-004637,114637,Accounts Receivable 4637,Asset,Current Asset,CC-00637,GL-000001,USD,Debit,Balance Sheet,Yes,TX5,Active,2020-01-01,
GL-004638,124638,Inventory 4638,Asset,Current Asset,CC-00638,GL-000002,USD,Debit,Balance Sheet,Yes,EXEMPT,Active,2020-01-01,
