Cost_Center_ID,Cost_Center_Code,Cost_Center_Name,Department,Parent_Cost_Center,Manager_ID,Plant,Area,Budget_Type,Annual_Budget_USD,Currency,Start_Date,End_Date,Status,Notes
CC-00489,CC-FIN-489,Finance Cost Center 489,Finance,CC-00009,EMP-000489,Plant-01,Utilities,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00490,CC-ENG-490,Engineering Cost Center 490,Engineering,CC-00010,EMP-000490,Plant-01,Administration,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00491,CC-MNT-491,Maintenance Cost Center 491,Maintenance,CC-00001,EMP-000491,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00492,CC-PRD-492,Production Cost Center 492,Production,CC-00002,EMP-000492,Plant-01,Mixing,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00493,CC-QLT-493,Quality Cost Center 493,Quality,CC-00003,EMP-000493,Plant-01,Refining,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00494,CC-WHS-494,Warehouse Cost Center 494,Warehouse,CC-00004,EMP-000494,Plant-01,Conching,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00495,CC-SCM-495,Supply Chain Cost Center 495,Supply Chain,CC-00005,EMP-000495,Plant-01,Tempering,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00496,CC-UTL-496,Utilities Cost Center 496,Utilities,CC-00006,EMP-000496,Plant-01,Molding,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00497,CC-SLS-497,Sales Cost Center 497,Sales,CC-00007,EMP-000497,Plant-01,Cooling,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00498,CC-HR-498,Human Resources Cost Center 498,Human Resources,CC-00008,EMP-000498,Plant-01,Packaging,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00499,CC-FIN-499,Finance Cost Center 499,Finance,CC-00009,EMP-000499,Plant-01,Utilities,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00500,CC-ENG-500,Engineering Cost Center 500,Engineering,CC-00010,EMP-000500,Plant-01,Administration,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00501,CC-MNT-501,Maintenance Cost Center 501,Maintenance,CC-00001,EMP-000501,Plant-01,Roasting,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00502,CC-PRD-502,Production Cost Center 502,Production,CC-00002,EMP-000502,Plant-01,Mixing,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00503,CC-QLT-503,Quality Cost Center 503,Quality,CC-00003,EMP-000503,Plant-01,Refining,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00504,CC-WHS-504,Warehouse Cost Center 504,Warehouse,CC-00004,EMP-000504,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00505,CC-SCM-505,Supply Chain Cost Center 505,Supply Chain,CC-00005,EMP-000505,Plant-01,Tempering,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00506,CC-UTL-506,Utilities Cost Center 506,Utilities,CC-00006,EMP-000506,Plant-01,Molding,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00507,CC-SLS-507,Sales Cost Center 507,Sales,CC-00007,EMP-000507,Plant-01,Cooling,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00508,CC-HR-508,Human Resources Cost Center 508,Human Resources,CC-00008,EMP-000508,Plant-01,Packaging,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00509,CC-FIN-509,Finance Cost Center 509,Finance,CC-00009,EMP-000509,Plant-01,Utilities,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00510,CC-ENG-510,Engineering Cost Center 510,Engineering,CC-00010,EMP-000510,Plant-01,Administration,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00511,CC-MNT-511,Maintenance Cost Center 511,Maintenance,CC-00001,EMP-000511,Plant-01,Roasting,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00512,CC-PRD-512,Production Cost Center 512,Production,CC-00002,EMP-000512,Plant-01,Mixing,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00513,CC-QLT-513,Quality Cost Center 513,Quality,CC-00003,EMP-000513,Plant-01,Refining,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00514,CC-WHS-514,Warehouse Cost Center 514,Warehouse,CC-00004,EMP-000514,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00515,CC-SCM-515,Supply Chain Cost Center 515,Supply Chain,CC-00005,EMP-000515,Plant-01,Tempering,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00516,CC-UTL-516,Utilities Cost Center 516,Utilities,CC-00006,EMP-000516,Plant-01,Molding,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00517,CC-SLS-517,Sales Cost Center 517,Sales,CC-00007,EMP-000517,Plant-01,Cooling,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00518,CC-HR-518,Human Resources Cost Center 518,Human Resources,CC-00008,EMP-000518,Plant-01,Packaging,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00519,CC-FIN-519,Finance Cost Center 519,Finance,CC-00009,EMP-000519,Plant-01,Utilities,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00520,CC-ENG-520,Engineering Cost Center 520,Engineering,CC-00010,EMP-000520,Plant-01,Administration,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00521,CC-MNT-521,Maintenance Cost Center 521,Maintenance,CC-00001,EMP-000521,Plant-01,Roasting,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00522,CC-PRD-522,Production Cost Center 522,Production,CC-00002,EMP-000522,Plant-01,Mixing,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00523,CC-QLT-523,Quality Cost Center 523,Quality,CC-00003,EMP-000523,Plant-01,Refining,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00524,CC-WHS-524,Warehouse Cost Center 524,Warehouse,CC-00004,EMP-000524,Plant-01,Conching,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00525,CC-SCM-525,Supply Chain Cost Center 525,Supply Chain,CC-00005,EMP-000525,Plant-01,Tempering,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00526,CC-UTL-526,Utilities Cost Center 526,Utilities,CC-00006,EMP-000526,Plant-01,Molding,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00527,CC-SLS-527,Sales Cost Center 527,Sales,CC-00007,EMP-000527,Plant-01,Cooling,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00528,CC-HR-528,Human Resources Cost Center 528,Human Resources,CC-00008,EMP-000528,Plant-01,Packaging,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00529,CC-FIN-529,Finance Cost Center 529,Finance,CC-00009,EMP-000529,Plant-01,Utilities,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00530,CC-ENG-530,Engineering Cost Center 530,Engineering,CC-00010,EMP-000530,Plant-01,Administration,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00531,CC-MNT-531,Maintenance Cost Center 531,Maintenance,CC-00001,EMP-000531,Plant-01,Roasting,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00532,CC-PRD-532,Production Cost Center 532,Production,CC-00002,EMP-000532,Plant-01,Mixing,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00533,CC-QLT-533,Quality Cost Center 533,Quality,CC-00003,EMP-000533,Plant-01,Refining,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00534,CC-WHS-534,Warehouse Cost Center 534,Warehouse,CC-00004,EMP-000534,Plant-01,Conching,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00535,CC-SCM-535,Supply Chain Cost Center 535,Supply Chain,CC-00005,EMP-000535,Plant-01,Tempering,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00536,CC-UTL-536,Utilities Cost Center 536,Utilities,CC-00006,EMP-000536,Plant-01,Molding,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00537,CC-SLS-537,Sales Cost Center 537,Sales,CC-00007,EMP-000537,Plant-01,Cooling,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00538,CC-HR-538,Human Resources Cost Center 538,Human Resources,CC-00008,EMP-000538,Plant-01,Packaging,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00539,CC-FIN-539,Finance Cost Center 539,Finance,CC-00009,EMP-000539,Plant-01,Utilities,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00540,CC-ENG-540,Engineering Cost Center 540,Engineering,CC-00010,EMP-000540,Plant-01,Administration,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00541,CC-MNT-541,Maintenance Cost Center 541,Maintenance,CC-00001,EMP-000541,Plant-01,Roasting,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00542,CC-PRD-542,Production Cost Center 542,Production,CC-00002,EMP-000542,Plant-01,Mixing,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00543,CC-QLT-543,Quality Cost Center 543,Quality,CC-00003,EMP-000543,Plant-01,Refining,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00544,CC-WHS-544,Warehouse Cost Center 544,Warehouse,CC-00004,EMP-000544,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00545,CC-SCM-545,Supply Chain Cost Center 545,Supply Chain,CC-00005,EMP-000545,Plant-01,Tempering,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00546,CC-UTL-546,Utilities Cost Center 546,Utilities,CC-00006,EMP-000546,Plant-01,Molding,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00547,CC-SLS-547,Sales Cost Center 547,Sales,CC-00007,EMP-000547,Plant-01,Cooling,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00548,CC-HR-548,Human Resources Cost Center 548,Human Resources,CC-00008,EMP-000548,Plant-01,Packaging,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00549,CC-FIN-549,Finance Cost Center 549,Finance,CC-00009,EMP-000549,Plant-01,Utilities,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00550,CC-ENG-550,Engineering Cost Center 550,Engineering,CC-00010,EMP-000550,Plant-01,Administration,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00551,CC-MNT-551,Maintenance Cost Center 551,Maintenance,CC-00001,EMP-000551,Plant-01,Roasting,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00552,CC-PRD-552,Production Cost Center 552,Production,CC-00002,EMP-000552,Plant-01,Mixing,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00553,CC-QLT-553,Quality Cost Center 553,Quality,CC-00003,EMP-000553,Plant-01,Refining,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00554,CC-WHS-554,Warehouse Cost Center 554,Warehouse,CC-00004,EMP-000554,Plant-01,Conching,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00555,CC-SCM-555,Supply Chain Cost Center 555,Supply Chain,CC-00005,EMP-000555,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00556,CC-UTL-556,Utilities Cost Center 556,Utilities,CC-00006,EMP-000556,Plant-01,Molding,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00557,CC-SLS-557,Sales Cost Center 557,Sales,CC-00007,EMP-000557,Plant-01,Cooling,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00558,CC-HR-558,Human Resources Cost Center 558,Human Resources,CC-00008,EMP-000558,Plant-01,Packaging,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00559,CC-FIN-559,Finance Cost Center 559,Finance,CC-00009,EMP-000559,Plant-01,Utilities,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00560,CC-ENG-560,Engineering Cost Center 560,Engineering,CC-00010,EMP-000560,Plant-01,Administration,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00561,CC-MNT-561,Maintenance Cost Center 561,Maintenance,CC-00001,EMP-000561,Plant-01,Roasting,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00562,CC-PRD-562,Production Cost Center 562,Production,CC-00002,EMP-000562,Plant-01,Mixing,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00563,CC-QLT-563,Quality Cost Center 563,Quality,CC-00003,EMP-000563,Plant-01,Refining,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00564,CC-WHS-564,Warehouse Cost Center 564,Warehouse,CC-00004,EMP-000564,Plant-01,Conching,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00565,CC-SCM-565,Supply Chain Cost Center 565,Supply Chain,CC-00005,EMP-000565,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00566,CC-UTL-566,Utilities Cost Center 566,Utilities,CC-00006,EMP-000566,Plant-01,Molding,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00567,CC-SLS-567,Sales Cost Center 567,Sales,CC-00007,EMP-000567,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00568,CC-HR-568,Human Resources Cost Center 568,Human Resources,CC-00008,EMP-000568,Plant-01,Packaging,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00569,CC-FIN-569,Finance Cost Center 569,Finance,CC-00009,EMP-000569,Plant-01,Utilities,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00570,CC-ENG-570,Engineering Cost Center 570,Engineering,CC-00010,EMP-000570,Plant-01,Administration,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00571,CC-MNT-571,Maintenance Cost Center 571,Maintenance,CC-00001,EMP-000571,Plant-01,Roasting,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00572,CC-PRD-572,Production Cost Center 572,Production,CC-00002,EMP-000572,Plant-01,Mixing,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00573,CC-QLT-573,Quality Cost Center 573,Quality,CC-00003,EMP-000573,Plant-01,Refining,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00574,CC-WHS-574,Warehouse Cost Center 574,Warehouse,CC-00004,EMP-000574,Plant-01,Conching,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00575,CC-SCM-575,Supply Chain Cost Center 575,Supply Chain,CC-00005,EMP-000575,Plant-01,Tempering,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00576,CC-UTL-576,Utilities Cost Center 576,Utilities,CC-00006,EMP-000576,Plant-01,Molding,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00577,CC-SLS-577,Sales Cost Center 577,Sales,CC-00007,EMP-000577,Plant-01,Cooling,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00578,CC-HR-578,Human Resources Cost Center 578,Human Resources,CC-00008,EMP-000578,Plant-01,Packaging,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00579,CC-FIN-579,Finance Cost Center 579,Finance,CC-00009,EMP-000579,Plant-01,Utilities,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00580,CC-ENG-580,Engineering Cost Center 580,Engineering,CC-00010,EMP-000580,Plant-01,Administration,OPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00581,CC-MNT-581,Maintenance Cost Center 581,Maintenance,CC-00001,EMP-000581,Plant-01,Roasting,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00582,CC-PRD-582,Production Cost Center 582,Production,CC-00002,EMP-000582,Plant-01,Mixing,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00583,CC-QLT-583,Quality Cost Center 583,Quality,CC-00003,EMP-000583,Plant-01,Refining,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00584,CC-WHS-584,Warehouse Cost Center 584,Warehouse,CC-00004,EMP-000584,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00585,CC-SCM-585,Supply Chain Cost Center 585,Supply Chain,CC-00005,EMP-000585,Plant-01,Tempering,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00586,CC-UTL-586,Utilities Cost Center 586,Utilities,CC-00006,EMP-000586,Plant-01,Molding,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00587,CC-SLS-587,Sales Cost Center 587,Sales,CC-00007,EMP-000587,Plant-01,Cooling,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00588,CC-HR-588,Human Resources Cost Center 588,Human Resources,CC-00008,EMP-000588,Plant-01,Packaging,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00589,CC-FIN-589,Finance Cost Center 589,Finance,CC-00009,EMP-000589,Plant-01,Utilities,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00590,CC-ENG-590,Engineering Cost Center 590,Engineering,CC-00010,EMP-000590,Plant-01,Administration,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00591,CC-MNT-591,Maintenance Cost Center 591,Maintenance,CC-00001,EMP-000591,Plant-01,Roasting,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00592,CC-PRD-592,Production Cost Center 592,Production,CC-00002,EMP-000592,Plant-01,Mixing,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00593,CC-QLT-593,Quality Cost Center 593,Quality,CC-00003,EMP-000593,Plant-01,Refining,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00594,CC-WHS-594,Warehouse Cost Center 594,Warehouse,CC-00004,EMP-000594,Plant-01,Conching,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00595,CC-SCM-595,Supply Chain Cost Center 595,Supply Chain,CC-00005,EMP-000595,Plant-01,Tempering,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00596,CC-UTL-596,Utilities Cost Center 596,Utilities,CC-00006,EMP-000596,Plant-01,Molding,Mixed,100000,USD,2020-01-01,2025-12-31,Active,
CC-00597,CC-SLS-597,Sales Cost Center 597,Sales,CC-00007,EMP-000597,Plant-01,Cooling,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00598,CC-HR-598,Human Resources Cost Center 598,Human Resources,CC-00008,EMP-000598,Plant-01,Packaging,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00599,CC-FIN-599,Finance Cost Center 599,Finance,CC-00009,EMP-000599,Plant-01,Utilities,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00600,CC-ENG-600,Engineering Cost Center 600,Engineering,CC-00010,EMP-000600,Plant-01,Administration,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00601,CC-MNT-601,Maintenance Cost Center 601,Maintenance,CC-00001,EMP-000601,Plant-01,Roasting,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00602,CC-PRD-602,Production Cost Center 602,Production,CC-00002,EMP-000602,Plant-01,Mixing,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00603,CC-QLT-603,Quality Cost Center 603,Quality,CC-00003,EMP-000603,Plant-01,Refining,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00604,CC-WHS-604,Warehouse Cost Center 604,Warehouse,CC-00004,EMP-000604,Plant-01,Conching,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00605,CC-SCM-605,Supply Chain Cost Center 605,Supply Chain,CC-00005,EMP-000605,Plant-01,Tempering,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00606,CC-UTL-606,Utilities Cost Center 606,Utilities,CC-00006,EMP-000606,Plant-01,Molding,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00607,CC-SLS-607,Sales Cost Center 607,Sales,CC-00007,EMP-000607,Plant-01,Cooling,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00608,CC-HR-608,Human Resources Cost Center 608,Human Resources,CC-00008,EMP-000608,Plant-01,Packaging,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00609,CC-FIN-609,Finance Cost Center 609,Finance,CC-00009,EMP-000609,Plant-01,Utilities,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00610,CC-ENG-610,Engineering Cost Center 610,Engineering,CC-00010,EMP-000610,Plant-01,Administration,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00611,CC-MNT-611,Maintenance Cost Center 611,Maintenance,CC-00001,EMP-000611,Plant-01,Roasting,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00612,CC-PRD-612,Production Cost Center 612,Production,CC-00002,EMP-000612,Plant-01,Mixing,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00613,CC-QLT-613,Quality Cost Center 613,Quality,CC-00003,EMP-000613,Plant-01,Refining,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00614,CC-WHS-614,Warehouse Cost Center 614,Warehouse,CC-00004,EMP-000614,Plant-01,Conching,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00615,CC-SCM-615,Supply Chain Cost Center 615,Supply Chain,CC-00005,EMP-000615,Plant-01,Tempering,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00616,CC-UTL-616,Utilities Cost Center 616,Utilities,CC-00006,EMP-000616,Plant-01,Molding,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00617,CC-SLS-617,Sales Cost Center 617,Sales,CC-00007,EMP-000617,Plant-01,Cooling,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00618,CC-HR-618,Human Resources Cost Center 618,Human Resources,CC-00008,EMP-000618,Plant-01,Packaging,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00619,CC-FIN-619,Finance Cost Center 619,Finance,CC-00009,EMP-000619,Plant-01,Utilities,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00620,CC-ENG-620,Engineering Cost Center 620,Engineering,CC-00010,EMP-000620,Plant-01,Administration,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00621,CC-MNT-621,Maintenance Cost Center 621,Maintenance,CC-00001,EMP-000621,Plant-01,Roasting,Mixed,50000,USD,2020-01-01,2025-12-31,Active,
CC-00622,CC-PRD-622,Production Cost Center 622,Production,CC-00002,EMP-000622,Plant-01,Mixing,Mixed,250000,USD,2020-01-01,2025-12-31,Active,
CC-00623,CC-QLT-623,Quality Cost Center 623,Quality,CC-00003,EMP-000623,Plant-01,Refining,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00624,CC-WHS-624,Warehouse Cost Center 624,Warehouse,CC-00004,EMP-000624,Plant-01,Conching,CAPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00625,CC-SCM-625,Supply Chain Cost Center 625,Supply Chain,CC-00005,EMP-000625,Plant-01,Tempering,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00626,CC-UTL-626,Utilities Cost Center 626,Utilities,CC-00006,EMP-000626,Plant-01,Molding,OPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00627,CC-SLS-627,Sales Cost Center 627,Sales,CC-00007,EMP-000627,Plant-01,Cooling,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00628,CC-HR-628,Human Resources Cost Center 628,Human Resources,CC-00008,EMP-000628,Plant-01,Packaging,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00629,CC-FIN-629,Finance Cost Center 629,Finance,CC-00009,EMP-000629,Plant-01,Utilities,CAPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00630,CC-ENG-630,Engineering Cost Center 630,Engineering,CC-00010,EMP-000630,Plant-01,Administration,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00631,CC-MNT-631,Maintenance Cost Center 631,Maintenance,CC-00001,EMP-000631,Plant-01,Roasting,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00632,CC-PRD-632,Production Cost Center 632,Production,CC-00002,EMP-000632,Plant-01,Mixing,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00633,CC-QLT-633,Quality Cost Center 633,Quality,CC-00003,EMP-000633,Plant-01,Refining,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00634,CC-WHS-634,Warehouse Cost Center 634,Warehouse,CC-00004,EMP-000634,Plant-01,Conching,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00635,CC-SCM-635,Supply Chain Cost Center 635,Supply Chain,CC-00005,EMP-000635,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00636,CC-UTL-636,Utilities Cost Center 636,Utilities,CC-00006,EMP-000636,Plant-01,Molding,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00637,CC-SLS-637,Sales Cost Center 637,Sales,CC-00007,EMP-000637,Plant-01,Cooling,CAPEX,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00638,CC-HR-638,Human Resources Cost Center 638,Human Resources,CC-00008,EMP-000638,Plant-01,Packaging,CAPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00639,CC-FIN-639,Finance Cost Center 639,Finance,CC-00009,EMP-000639,Plant-01,Utilities,CAPEX,250000,USD,2020-01-01,2025-12-31,Active,
CC-00640,CC-ENG-640,Engineering Cost Center 640,Engineering,CC-00010,EMP-000640,Plant-01,Administration,OPEX,100000,USD,2020-01-01,2025-12-31,Active,
CC-00641,CC-MNT-641,Maintenance Cost Center 641,Maintenance,CC-00001,EMP-000641,Plant-01,Roasting,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00642,CC-PRD-642,Production Cost Center 642,Production,CC-00002,EMP-000642,Plant-01,Mixing,OPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00643,CC-QLT-643,Quality Cost Center 643,Quality,CC-00003,EMP-000643,Plant-01,Refining,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00644,CC-WHS-644,Warehouse Cost Center 644,Warehouse,CC-00004,EMP-000644,Plant-01,Conching,Mixed,2500000,USD,2020-01-01,2025-12-31,Active,
CC-00645,CC-SCM-645,Supply Chain Cost Center 645,Supply Chain,CC-00005,EMP-000645,Plant-01,Tempering,Mixed,500000,USD,2020-01-01,2025-12-31,Active,
CC-00646,CC-UTL-646,Utilities Cost Center 646,Utilities,CC-00006,EMP-000646,Plant-01,Molding,CAPEX,500000,USD,2020-01-01,2025-12-31,Active,
CC-00647,CC-SLS-647,Sales Cost Center 647,Sales,CC-00007,EMP-000647,Plant-01,Cooling,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00648,CC-HR-648,Human Resources Cost Center 648,Human Resources,CC-00008,EMP-000648,Plant-01,Packaging,OPEX,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00649,CC-FIN-649,Finance Cost Center 649,Finance,CC-00009,EMP-000649,Plant-01,Utilities,OPEX,50000,USD,2020-01-01,2025-12-31,Active,
CC-00650,CC-ENG-650,Engineering Cost Center 650,Engineering,CC-00010,EMP-000650,Plant-01,Administration,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
CC-00651,CC-MNT-651,Maintenance Cost Center 651,Maintenance,CC-00001,EMP-000651,Plant-01,Roasting,Mixed,1000000,USD,2020-01-01,2025-12-31,Active,
